gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_MAIT_cells	celltype_T_gd	celltype_T_regs	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_T4_memory	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_activated	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_B_cells_memory	celltype_cDC2	celltype_Plasma_cells	celltype_pDC
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.053	0.106	0.258	0.054	0.052	0.064	0.066	0.059	0.058	0.074	0.055	0.208	0.066	0.261	0.061	0.101	0.046	0.019	0.093	0.081	0.053	0.031	0.047	0.039	0.072	0.058	0.034	0.088	0.815
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.053	0.106	0.258	0.054	0.052	0.064	0.066	0.059	0.058	0.074	0.055	0.208	0.066	0.261	0.061	0.101	0.046	0.019	0.093	0.081	0.053	0.031	0.047	0.039	0.072	0.058	0.034	0.088	0.815
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.039	0.009	0.001	0.004	0.0	0.001	0.003	0.0	0.0	0.001	0.02	0.0	0.018	0.001	0.03	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.0	0.039	0.009	0.001	0.004	0.0	0.001	0.003	0.0	0.0	0.001	0.02	0.0	0.018	0.001	0.03	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.0	0.039	0.009	0.001	0.004	0.0	0.001	0.003	0.0	0.0	0.001	0.02	0.0	0.018	0.001	0.03	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.0	0.039	0.009	0.001	0.004	0.0	0.001	0.003	0.0	0.0	0.001	0.02	0.0	0.018	0.001	0.03	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.0	0.039	0.009	0.001	0.004	0.0	0.001	0.003	0.0	0.0	0.001	0.02	0.0	0.018	0.001	0.03	0.003	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.013	0.051	0.03	0.018	0.004	0.018	0.0	0.001	0.011	0.0	0.0	0.05	0.001	0.171	0.001	0.083	0.007	0.0	0.0	0.0	0.007	0.168	0.0	0.0	0.0	0.0	0.193	0.002	0.089
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.02	0.004	0.003	0.011	0.013	0.004	0.002	0.028	0.0	0.004	0.015	0.004	0.005	0.007	0.005	0.002	0.008	0.011	0.03	0.013	0.01	0.008	0.0	0.028	0.004	0.005	0.0	0.011	0.0
CSF2	P04141	False	CSF2_HUMAN		CPI-CS0210859AB	0.015	0.026	0.009	1.626	0.031	0.011	0.079	1.163	0.335	0.047	1.007	0.002	0.006	0.003	0.053	0.002	0.098	0.002	0.0	0.804	0.014	0.248	0.254	0.178	2.428	0.04	0.125	0.03	0.014
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.498	0.003	0.008	0.016	0.005	0.239	0.004	0.005	0.01	0.242	0.003	0.004	0.002	0.003	0.062	0.004	0.001	0.532	0.211	0.058	0.0	0.0	0.201	0.007	0.12	0.006	0.018	0.004	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.498	0.003	0.008	0.016	0.005	0.239	0.004	0.005	0.01	0.242	0.003	0.004	0.002	0.003	0.062	0.004	0.001	0.532	0.211	0.058	0.0	0.0	0.201	0.007	0.12	0.006	0.018	0.004	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.004	0.0	0.001	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS016B111FE	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.004	0.0	0.001	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0A866903F	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.004	0.0	0.001	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.275	0.007	0.0	0.01	0.003	0.12	0.006	0.01	0.009	0.134	0.013	0.008	0.0	0.001	0.051	0.004	0.015	0.569	0.103	0.05	0.008	0.0	0.165	0.005	0.046	0.003	0.025	0.014	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.275	0.007	0.0	0.01	0.003	0.12	0.006	0.01	0.009	0.134	0.013	0.008	0.0	0.001	0.051	0.004	0.015	0.569	0.103	0.05	0.008	0.0	0.165	0.005	0.046	0.003	0.025	0.014	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.056	2.942	0.992	0.041	0.052	0.065	0.03	0.004	0.037	0.034	0.005	1.853	0.037	0.994	0.06	1.676	0.042	0.03	0.084	0.006	0.044	0.031	0.022	0.024	0.021	0.098	0.086	0.049	0.135
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.056	2.942	0.992	0.041	0.052	0.065	0.03	0.004	0.037	0.034	0.005	1.853	0.037	0.994	0.06	1.676	0.042	0.03	0.084	0.006	0.044	0.031	0.022	0.024	0.021	0.098	0.086	0.049	0.135
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.056	2.942	0.992	0.041	0.052	0.065	0.03	0.004	0.037	0.034	0.005	1.853	0.037	0.994	0.06	1.676	0.042	0.03	0.084	0.006	0.044	0.031	0.022	0.024	0.021	0.098	0.086	0.049	0.135
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.129	2.507	0.539	0.037	0.045	0.181	0.13	0.004	0.029	0.062	0.009	1.106	0.172	0.47	0.06	1.305	0.036	0.111	0.048	0.03	0.041	0.006	0.069	0.114	0.024	0.199	0.042	0.153	0.262
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.129	2.507	0.539	0.037	0.045	0.181	0.13	0.004	0.029	0.062	0.009	1.106	0.172	0.47	0.06	1.305	0.036	0.111	0.048	0.03	0.041	0.006	0.069	0.114	0.024	0.199	0.042	0.153	0.262
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.026	0.238	0.079	0.058	0.007	0.077	0.009	0.018	0.219	0.17	0.041	0.137	0.0	0.14	0.174	0.184	0.019	0.077	0.012	0.056	0.012	0.009	0.09	0.012	0.068	0.013	0.004	0.007	0.01
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.026	0.238	0.079	0.058	0.007	0.077	0.009	0.018	0.219	0.17	0.041	0.137	0.0	0.14	0.174	0.184	0.019	0.077	0.012	0.056	0.012	0.009	0.09	0.012	0.068	0.013	0.004	0.007	0.01
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.026	0.238	0.079	0.058	0.007	0.077	0.009	0.018	0.219	0.17	0.041	0.137	0.0	0.14	0.174	0.184	0.019	0.077	0.012	0.056	0.012	0.009	0.09	0.012	0.068	0.013	0.004	0.007	0.01
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.046	0.075	0.03	0.151	0.098	0.035	0.231	0.315	0.096	0.078	0.316	0.058	0.042	0.084	0.081	0.125	0.11	0.044	0.048	0.323	0.065	0.272	0.128	0.151	0.222	0.179	0.113	0.186	0.035
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.046	0.075	0.03	0.151	0.098	0.035	0.231	0.315	0.096	0.078	0.316	0.058	0.042	0.084	0.081	0.125	0.11	0.044	0.048	0.323	0.065	0.272	0.128	0.151	0.222	0.179	0.113	0.186	0.035
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.044	0.013	0.021	0.004	0.007	0.031	0.245	0.005	0.009	0.027	0.003	0.018	0.397	0.015	0.034	0.009	0.011	0.038	0.327	0.007	0.006	0.002	0.097	0.231	0.116	0.383	0.006	0.162	0.066
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.078	0.141	0.072	0.113	0.094	0.091	0.104	0.14	0.104	0.07	0.15	0.136	0.048	0.128	0.098	0.156	0.087	0.113	0.1	0.138	0.069	0.133	0.063	0.118	0.103	0.113	0.097	0.11	0.139
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.078	0.141	0.072	0.113	0.094	0.091	0.104	0.14	0.104	0.07	0.15	0.136	0.048	0.128	0.098	0.156	0.087	0.113	0.1	0.138	0.069	0.133	0.063	0.118	0.103	0.113	0.097	0.11	0.139
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.093	0.026	0.025	0.033	0.111	0.022	0.011	0.014	0.062	0.044	0.021	0.03	0.034	0.06	0.019	0.043	0.038	0.003	0.058	0.015	0.105	0.043	0.05	0.01	0.04	0.023	0.083	0.003	0.055
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.093	0.026	0.025	0.033	0.111	0.022	0.011	0.014	0.062	0.044	0.021	0.03	0.034	0.06	0.019	0.043	0.038	0.003	0.058	0.015	0.105	0.043	0.05	0.01	0.04	0.023	0.083	0.003	0.055
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.199	0.345	0.295	0.161	0.09	0.154	0.09	0.138	0.16	0.234	0.171	0.444	0.104	0.772	0.185	0.515	0.102	0.282	0.153	0.207	0.091	0.085	0.414	0.081	0.44	0.147	0.185	0.093	0.534
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.008	0.072	0.033	0.0	0.002	0.002	0.001	0.003	0.0	0.008	0.002	0.053	0.003	0.177	0.005	0.066	0.002	0.0	0.031	0.003	0.01	0.027	0.004	0.0	0.021	0.002	0.0	0.004	0.02
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.008	0.072	0.033	0.0	0.002	0.002	0.001	0.003	0.0	0.008	0.002	0.053	0.003	0.177	0.005	0.066	0.002	0.0	0.031	0.003	0.01	0.027	0.004	0.0	0.021	0.002	0.0	0.004	0.02
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.018	0.01	0.025	0.078	0.066	0.043	0.027	0.034	0.079	0.055	0.031	0.029	0.025	0.025	0.068	0.004	0.116	0.019	0.0	0.046	0.065	0.009	0.044	0.016	0.093	0.07	0.009	0.064	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.805	0.109	0.09	1.081	1.233	1.68	0.531	0.951	0.979	1.191	0.882	0.107	1.747	0.074	1.519	0.11	1.245	1.54	0.534	0.979	1.599	0.166	0.602	0.994	0.414	1.053	0.363	0.401	0.13
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.805	0.109	0.09	1.081	1.233	1.68	0.531	0.951	0.979	1.191	0.882	0.107	1.747	0.074	1.519	0.11	1.245	1.54	0.534	0.979	1.599	0.166	0.602	0.994	0.414	1.053	0.363	0.401	0.13
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.126	0.148	0.165	0.104	0.081	0.054	0.078	0.097	0.06	0.071	0.119	0.227	0.035	0.13	0.047	0.125	0.058	0.068	0.277	0.143	0.057	0.02	0.103	0.05	0.226	0.1	0.069	0.101	0.061
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.126	0.148	0.165	0.104	0.081	0.054	0.078	0.097	0.06	0.071	0.119	0.227	0.035	0.13	0.047	0.125	0.058	0.068	0.277	0.143	0.057	0.02	0.103	0.05	0.226	0.1	0.069	0.101	0.061
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.044	0.019	0.039	0.049	0.059	0.019	0.003	0.009	0.041	0.034	0.022	0.039	0.01	0.016	0.024	0.006	0.048	0.007	0.0	0.02	0.033	0.033	0.027	0.007	0.018	0.003	0.01	0.0	0.046
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.044	0.019	0.039	0.049	0.059	0.019	0.003	0.009	0.041	0.034	0.022	0.039	0.01	0.016	0.024	0.006	0.048	0.007	0.0	0.02	0.033	0.033	0.027	0.007	0.018	0.003	0.01	0.0	0.046
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.001	0.0	0.0	0.0	0.005	0.0	0.0	0.003	0.045	0.0	0.007	0.001	0.0	0.0	0.008	0.0	0.007	0.0	0.0	0.003	0.007	0.0	0.004	0.0	0.0	0.0	0.0	0.004	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.047	0.046	0.008	0.526	0.436	0.128	0.099	1.249	0.24	0.167	1.335	0.007	0.022	0.011	0.224	0.01	0.453	0.081	0.03	0.68	0.263	0.172	0.361	0.32	0.446	0.047	0.225	0.016	0.051
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.047	0.046	0.008	0.526	0.436	0.128	0.099	1.249	0.24	0.167	1.335	0.007	0.022	0.011	0.224	0.01	0.453	0.081	0.03	0.68	0.263	0.172	0.361	0.32	0.446	0.047	0.225	0.016	0.051
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.466	0.742	0.445	0.219	0.256	0.436	0.034	0.156	0.338	0.359	0.159	0.83	0.021	0.623	0.317	0.774	0.218	0.457	0.19	0.178	0.251	0.37	0.32	0.041	0.176	0.02	0.196	0.031	0.238
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.466	0.742	0.445	0.219	0.256	0.436	0.034	0.156	0.338	0.359	0.159	0.83	0.021	0.623	0.317	0.774	0.218	0.457	0.19	0.178	0.251	0.37	0.32	0.041	0.176	0.02	0.196	0.031	0.238
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.466	0.742	0.445	0.219	0.256	0.436	0.034	0.156	0.338	0.359	0.159	0.83	0.021	0.623	0.317	0.774	0.218	0.457	0.19	0.178	0.251	0.37	0.32	0.041	0.176	0.02	0.196	0.031	0.238
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.212	0.131	0.037	0.289	0.102	0.256	0.336	0.314	0.385	0.158	0.461	0.069	0.076	0.041	0.304	0.203	0.28	0.246	0.124	0.346	0.079	0.254	0.268	0.44	0.146	0.256	0.575	0.384	0.083
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.212	0.131	0.037	0.289	0.102	0.256	0.336	0.314	0.385	0.158	0.461	0.069	0.076	0.041	0.304	0.203	0.28	0.246	0.124	0.346	0.079	0.254	0.268	0.44	0.146	0.256	0.575	0.384	0.083
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.55	1.105	0.631	0.529	0.226	0.554	0.269	0.696	0.578	0.532	0.984	0.979	0.21	1.188	0.449	1.198	0.437	0.444	0.331	0.787	0.159	0.15	0.681	0.385	0.858	0.394	1.14	0.408	0.777
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.55	1.105	0.631	0.529	0.226	0.554	0.269	0.696	0.578	0.532	0.984	0.979	0.21	1.188	0.449	1.198	0.437	0.444	0.331	0.787	0.159	0.15	0.681	0.385	0.858	0.394	1.14	0.408	0.777
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.156	0.107	0.081	0.123	0.096	0.132	0.076	0.1	0.092	0.146	0.097	0.119	0.067	0.096	0.139	0.101	0.113	0.116	0.172	0.136	0.101	0.146	0.157	0.081	0.153	0.07	0.113	0.103	0.081
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.156	0.107	0.081	0.123	0.096	0.132	0.076	0.1	0.092	0.146	0.097	0.119	0.067	0.096	0.139	0.101	0.113	0.116	0.172	0.136	0.101	0.146	0.157	0.081	0.153	0.07	0.113	0.103	0.081
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.156	0.107	0.081	0.123	0.096	0.132	0.076	0.1	0.092	0.146	0.097	0.119	0.067	0.096	0.139	0.101	0.113	0.116	0.172	0.136	0.101	0.146	0.157	0.081	0.153	0.07	0.113	0.103	0.081
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.003	0.0	0.0	0.012	0.006	0.0	0.003	0.002	0.0	0.0	0.002	0.0	0.017	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.005	0.025	0.004	0.004	0.007	0.027	0.025	0.003	1.566
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.019	0.001	0.003	0.001	0.008	0.016	0.005	0.002	0.005	0.002	0.004	0.002	0.001	0.002	0.017	0.0	0.007	0.0	0.0	0.006	0.004	0.007	0.017	0.002	0.013	0.001	0.002	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.01	0.047	0.003	0.015	0.002	0.003	0.007	0.012	0.015	0.011	0.008	0.004	0.011	0.003	0.017	0.015	0.012	0.0	0.008	0.012	0.002	0.0	0.028	0.017	0.018	0.001	3.362	0.001	0.329
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.01	0.047	0.003	0.015	0.002	0.003	0.007	0.012	0.015	0.011	0.008	0.004	0.011	0.003	0.017	0.015	0.012	0.0	0.008	0.012	0.002	0.0	0.028	0.017	0.018	0.001	3.362	0.001	0.329
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.01	0.047	0.003	0.015	0.002	0.003	0.007	0.012	0.015	0.011	0.008	0.004	0.011	0.003	0.017	0.015	0.012	0.0	0.008	0.012	0.002	0.0	0.028	0.017	0.018	0.001	3.362	0.001	0.329
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.012	0.032	0.013	0.149	0.008	0.007	0.027	0.112	0.165	0.018	0.527	0.127	0.0	0.03	0.022	0.061	0.016	0.0	0.018	0.109	0.004	0.042	0.066	0.042	0.061	0.014	0.141	0.009	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.012	0.032	0.013	0.149	0.008	0.007	0.027	0.112	0.165	0.018	0.527	0.127	0.0	0.03	0.022	0.061	0.016	0.0	0.018	0.109	0.004	0.042	0.066	0.042	0.061	0.014	0.141	0.009	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.0	0.002	0.006	0.0	0.002	0.002	0.001	0.002	0.0	0.0	0.003	0.006	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.016	0.0	0.004	0.0	0.006	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.0	0.002	0.006	0.0	0.002	0.002	0.001	0.002	0.0	0.0	0.003	0.006	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.016	0.0	0.004	0.0	0.006	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.039	0.784	0.285	0.027	0.033	0.024	0.063	0.017	0.03	0.026	0.006	0.874	0.108	0.878	0.019	0.738	0.031	0.028	0.035	0.012	0.042	0.125	0.024	0.052	0.017	0.076	0.049	0.036	0.519
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.012	0.007	0.01	0.148	0.017	0.051	0.232	0.185	0.107	0.095	0.331	0.004	0.019	0.007	0.109	0.01	0.049	0.042	0.061	0.365	0.012	0.029	0.079	0.241	0.205	0.281	0.547	0.442	0.055
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.012	0.007	0.01	0.148	0.017	0.051	0.232	0.185	0.107	0.095	0.331	0.004	0.019	0.007	0.109	0.01	0.049	0.042	0.061	0.365	0.012	0.029	0.079	0.241	0.205	0.281	0.547	0.442	0.055
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.017	0.019	0.008	0.45	0.308	0.012	0.077	1.233	0.334	0.135	0.923	0.008	0.015	0.007	0.111	0.002	0.463	0.041	0.027	0.279	0.033	0.107	0.145	0.109	0.19	0.012	0.051	0.041	0.029
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.005	0.001	0.003	0.011	0.0	0.0	0.001	0.004	0.0	0.0	0.006	0.002	0.002	0.0	0.012	0.001	0.005	0.004	0.0	0.003	0.004	0.0	0.005	0.0	0.004	0.01	0.004	0.003	0.013
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.006	0.0	0.0	0.004	0.002	0.0	0.0	0.001	0.001	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS06072FF4E	0.002	0.07	0.015	0.002	0.0	0.004	0.003	0.005	0.0	0.002	0.006	0.049	0.004	0.005	0.0	0.057	0.001	0.0	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0AC5142FA	0.002	0.07	0.015	0.002	0.0	0.004	0.003	0.005	0.0	0.002	0.006	0.049	0.004	0.005	0.0	0.057	0.001	0.0	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.002	0.07	0.015	0.002	0.0	0.004	0.003	0.005	0.0	0.002	0.006	0.049	0.004	0.005	0.0	0.057	0.001	0.0	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.002	0.07	0.015	0.002	0.0	0.004	0.003	0.005	0.0	0.002	0.006	0.049	0.004	0.005	0.0	0.057	0.001	0.0	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-CS05426BFFA	0.203	6.113	2.014	0.114	0.171	0.229	0.102	0.024	0.16	0.094	0.032	10.986	0.124	2.286	0.172	6.781	0.118	0.166	0.087	0.034	0.1	1.217	0.118	0.09	0.103	0.121	0.23	0.143	0.119
IL1B	P01584	False	IL1B_HUMAN		CPI-CS008C9D6E5	0.203	6.113	2.014	0.114	0.171	0.229	0.102	0.024	0.16	0.094	0.032	10.986	0.124	2.286	0.172	6.781	0.118	0.166	0.087	0.034	0.1	1.217	0.118	0.09	0.103	0.121	0.23	0.143	0.119
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.203	6.113	2.014	0.114	0.171	0.229	0.102	0.024	0.16	0.094	0.032	10.986	0.124	2.286	0.172	6.781	0.118	0.166	0.087	0.034	0.1	1.217	0.118	0.09	0.103	0.121	0.23	0.143	0.119
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.203	6.113	2.014	0.114	0.171	0.229	0.102	0.024	0.16	0.094	0.032	10.986	0.124	2.286	0.172	6.781	0.118	0.166	0.087	0.034	0.1	1.217	0.118	0.09	0.103	0.121	0.23	0.143	0.119
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0DEBE7B69	0.056	0.723	0.084	0.055	0.059	0.067	0.013	0.029	0.068	0.044	0.047	0.241	0.064	2.287	0.037	0.781	0.041	0.041	0.171	0.03	0.049	0.044	0.077	0.026	0.139	0.012	0.099	0.028	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS085E95BC1	0.056	0.723	0.084	0.055	0.059	0.067	0.013	0.029	0.068	0.044	0.047	0.241	0.064	2.287	0.037	0.781	0.041	0.041	0.171	0.03	0.049	0.044	0.077	0.026	0.139	0.012	0.099	0.028	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.056	0.723	0.084	0.055	0.059	0.067	0.013	0.029	0.068	0.044	0.047	0.241	0.064	2.287	0.037	0.781	0.041	0.041	0.171	0.03	0.049	0.044	0.077	0.026	0.139	0.012	0.099	0.028	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0A13FF479	0.056	0.723	0.084	0.055	0.059	0.067	0.013	0.029	0.068	0.044	0.047	0.241	0.064	2.287	0.037	0.781	0.041	0.041	0.171	0.03	0.049	0.044	0.077	0.026	0.139	0.012	0.099	0.028	0.0
IL10	P22301	False	IL10_HUMAN		CPI-CS04CBDE052	0.017	0.101	0.249	0.024	0.013	0.031	0.043	0.048	0.161	0.022	0.142	0.298	0.011	0.232	0.021	0.09	0.021	0.025	0.0	0.14	0.015	0.013	0.012	0.032	0.013	0.01	0.029	0.067	0.02
IL10	P22301	False	IL10_HUMAN		CPI-CS090610CD1	0.017	0.101	0.249	0.024	0.013	0.031	0.043	0.048	0.161	0.022	0.142	0.298	0.011	0.232	0.021	0.09	0.021	0.025	0.0	0.14	0.015	0.013	0.012	0.032	0.013	0.01	0.029	0.067	0.02
IL11	P20809	False	IL11_HUMAN		CPI-CS0DDFD82E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL11	P20809	False	IL11_HUMAN		CPI-CS0B41A1AAE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
